classification,trait,is_control,class,in_S5_36_family,in_unified_48_family,n_trait_universe,n_class,k_overlap,OR,CI_lo,CI_hi,p_two_sided,q_bh_S5_36,q_bh_unified_48,p_one_sided,q_bh_48_one_sided_P04c,sig_S5_36,sig_unified_48
LOO-brain,Cognitive performance,False,regulation_driven,True,True,149,613,38,2.5303564433999215,1.7329501530241238,3.694684304382511,1.0322246480864016e-05,6.193347888518409e-05,8.257797184691214e-05,6.036139006377781e-06,5.181389941978406e-05,True,True
LOO-brain,Cognitive performance,False,gene_driven_strict,True,True,149,1099,34,1.0438048581343131,0.707694121044331,1.5395473121311176,0.8411225101456654,0.938415242180906,0.9760840878021914,0.44698695719290016,0.889514449435566,False,False
LOO-brain,Cognitive performance,False,gene_driven_all,True,True,149,1140,35,1.0335794236723028,0.7035351171010016,1.5184550125099205,0.8435544016572907,0.938415242180906,0.9760840878021914,0.46570306456994215,0.889514449435566,False,False
LOO-brain,Cognitive performance,False,dual_driven,False,True,149,24,1,1.4106933019976498,0.18923891754770109,10.516101117516714,0.5188834288374135,,0.7411972200076972,0.5188834288374135,0.889514449435566,False,False
LOO-brain,Height,True,regulation_driven,True,True,2191,613,354,1.877948560583291,1.5825134218825145,2.228537684060588,4.1683205253406016e-13,7.502976945613083e-12,1.0003969260817445e-11,2.490739486331831e-13,5.977774767196395e-12,True,True
LOO-brain,Height,True,gene_driven_strict,True,True,2191,1099,479,0.9761051025022611,0.8528033535225665,1.1172343157369369,0.7308180487027762,0.938415242180906,0.9231385878350857,0.6498007477077256,0.9451647239385099,False,False
LOO-brain,Height,True,gene_driven_all,True,True,2191,1140,496,0.9719342604298357,0.850626847686601,1.110541254565873,0.6835911171399331,0.9114548228532442,0.8868209087220754,0.6743332784775247,0.9519999225565056,False,False
LOO-brain,Height,True,dual_driven,False,True,2191,24,15,2.1246936274509802,0.9280359840026142,4.864383588942914,0.09723105907687658,,0.3416479519047081,0.05317050058883809,0.21268200235535237,False,False
LOO-brain,LDL cholesterol,True,regulation_driven,True,True,256,613,36,1.1743815976051677,0.8168957065761401,1.6883087102687793,0.3797277760511333,0.6509619018019428,0.6509619018019428,0.2176223372297256,0.5803262326126016,False,False
LOO-brain,LDL cholesterol,True,gene_driven_strict,True,True,256,1099,57,1.0104842832203242,0.7468066983965972,1.3672594110732537,0.9384152421809062,0.938415242180906,0.9792159048844238,0.49871880082816544,0.889514449435566,False,False
LOO-brain,LDL cholesterol,True,gene_driven_all,True,True,256,1140,62,1.0791270585085018,0.8043213918329795,1.4478232460675715,0.593868910767499,0.8226037655347125,0.7921369594037971,0.3294057411040535,0.7905737786497284,False,False
LOO-brain,LDL cholesterol,True,dual_driven,False,True,256,24,1,0.8005115089514067,0.10767666701341641,5.951323473671531,1.0,,1.0,0.7194954534214659,0.9867366218351533,False,False
