cell_type,cell_type_group,cell_type_class,n_genes,n_high_expr,v7_gd_OR,v7_gd_p,v7_gd_n,v7_rd_OR,v7_rd_p,v7_rd_n,loo_brain_gd_OR,loo_brain_gd_p,loo_brain_gd_n,loo_brain_rd_OR,loo_brain_rd_p,loo_brain_rd_n,loo_tau_gd_OR,loo_tau_gd_p,loo_tau_gd_n,loo_tau_rd_OR,loo_tau_rd_p,loo_tau_rd_n,loo_campra_gd_OR,loo_campra_gd_p,loo_campra_gd_n,loo_campra_rd_OR,loo_campra_rd_p,loo_campra_rd_n,loo_double_gd_OR,loo_double_gd_p,loo_double_gd_n,loo_double_rd_OR,loo_double_rd_p,loo_double_rd_n,v7_gd_fdr,v7_rd_fdr,loo_brain_gd_fdr,loo_brain_rd_fdr,loo_tau_gd_fdr,loo_tau_rd_fdr,loo_campra_gd_fdr,loo_campra_rd_fdr,loo_double_gd_fdr,loo_double_rd_fdr
retinal bipolar cells,neuronal cells,neuronal cells,4974,1066,1.2293165227626757,0.004951412817204288,293,2.0929879215171887,1.7117590745306126e-08,103,1.2194139819230758,0.008360735431189767,265,2.1336761670647713,2.463335331024013e-15,210,1.12721246846626,0.06458194381816702,307,3.550231677869869,3.096913208840282e-13,71,1.265740171990172,0.00267667319048316,252,1.8297023450730503,4.608774343193169e-12,247,1.0686797238043515,0.21383549341712849,269,4.215065017804526,1.8095105490929683e-39,200,0.005648278324810818,1.882934981983674e-07,0.009754191336388062,2.3709602561106125e-14,0.0783119633700608,2.2710696864828734e-12,0.003220372432300052,2.957296870215617e-11,0.2744222165519815,2.3222052046693092e-38
retinal ganglion cells,neuronal cells,neuronal cells,4974,753,1.2294117647058824,0.012064540879419895,209,3.836987778576564,4.338994916984677e-23,111,1.1683886023797863,0.052270931835020296,184,3.334661476691084,5.943335106761044e-32,200,1.135498595505618,0.08014952163833221,219,5.44374366482712,4.145609033065853e-21,70,1.2204653913443453,0.02040167831787032,176,2.724718841116305,4.937015815165753e-26,226,1.0455782608318063,0.32812435812145274,188,5.302426698233473,5.755321993884158e-47,175,0.012992582485529118,2.227350724052134e-21,0.05513509248351455,3.050912021470669e-30,0.09075754656105264,1.0640396518202358e-19,0.022603298280230427,1.9007510888388148e-24,0.37155258199046853,1.7726391741163206e-45
retinal horizontal cells,neuronal cells,neuronal cells,4974,809,1.3323522188964776,0.0005424513059944603,235,2.153122130394858,5.64912810938769e-08,83,1.2817883895131086,0.003262029909552004,209,2.0830581355349156,2.022623635346387e-12,163,1.2107811047803774,0.013513015842514974,244,3.193862126008956,3.4746505634973784e-10,55,1.3396611798630302,0.0008303822251640753,200,1.8046348993787895,6.708875403138719e-10,191,1.1313519018879994,0.08740642454649962,212,3.6976240841227503,5.095122794848101e-29,154,0.0007594318283922445,4.833142938031691e-07,0.004018820848568069,1.1124429994405129e-11,0.02812168161820684,1.3720415045605034e-09,0.0010568501047542778,3.1308085214647353e-09,0.14631075413218414,2.5311255174406695e-28
retinal pigment epithelial cells,pigment cells,pigment cells,4974,731,1.3107600276094793,0.0015842832243364012,211,1.6095872239369997,0.0013230211368151614,62,1.3437479362039362,0.0008687095640119742,195,1.6642561983471074,3.5407031975728347e-06,129,1.1562129300118624,0.055668650798818727,215,2.7262916845570344,2.1052482560885066e-07,46,1.3829045206290715,0.00038230003539837387,185,1.5466447021469774,1.2299380547842497e-05,158,1.1328696637634006,0.09433484774592918,192,2.7861934658760608,1.239847823346782e-16,121,0.001961102904926524,0.005093631376738372,0.0011633154161551655,1.3299226644541867e-05,0.07265230697472952,5.229165023187581e-07,0.0005164403986960489,4.735261510919362e-05,0.15454858034971375,3.602576694252914e-16
rod photoreceptor cells,neuronal cells,neuronal cells,4974,1092,1.2981562625685317,0.00046309078875985565,309,1.5721309882421532,0.0005442174889644615,88,1.2571831891930527,0.0025719372674632905,276,1.7069986836331725,2.7656208989571367e-08,189,1.1713208931833992,0.020719091765277985,321,2.580855547008261,7.003684573023644e-08,61,1.3183804922935358,0.00046096516454404427,264,1.4811827956989247,6.339189865477338e-06,224,1.0788363348505838,0.17864188760535946,277,3.0235750777749235,1.542517856853949e-23,174,0.0006727922780096016,0.002265121440554786,0.00322014909910038,1.183071162331664e-07,0.03667517392934264,1.859599007320071e-07,0.0006119709943084726,2.5031672802141285e-05,0.23716250595883928,6.090967947577132e-23
salivary acinar cells,acinar cells,glandular epithelial cells,4974,1109,1.4618621700879766,4.679475941224151e-07,334,1.23682531751732,0.07223044335490061,76,1.485256240711353,3.582634791722174e-07,307,1.2328915118679051,0.021018913340033505,157,1.2542995266730674,0.0014983423592330215,338,2.383991439272338,7.97525935797389e-07,59,1.5303409902703573,9.237259726823928e-08,291,1.12162084600815,0.11216883237979984,192,1.2166674862850524,0.006646287117666263,301,2.426141798182688,2.193647394999147e-15,157,3.431615690231044e-06,0.17656330597864595,1.9063272548622982e-06,0.05137956594230412,0.0056495455992514555,1.7058193626777487e-06,4.741793326436283e-07,0.26655661781747797,0.02843133933668346,5.725791505590994e-15
salivary basal cells,basal cells,specialized epithelial cells,4974,1095,1.3867635441895187,1.4297766929181819e-05,321,1.2348219104155425,0.07478955539609132,75,1.4279292370577317,4.770614984968134e-06,297,1.2316617114187494,0.021998311347623683,155,1.2131275654888791,0.006066018253801158,328,2.8044894000277125,3.814345698728204e-09,64,1.4479340319123601,3.5407983985345586e-06,279,1.078960064325918,0.21673947806359917,185,1.1707741315257771,0.024536380723601862,291,2.274923144488362,2.843497242025321e-13,150,4.3173649158705883e-05,0.17996236767184473,1.5631795325522203e-05,0.052933436680219485,0.015376300162562574,1.276976603487268e-08,1.1360061528631709e-05,0.4701109805886517,0.05997781954658234,6.255693932455706e-13
salivary duct cells,ductal cells,specialized epithelial cells,4974,1081,1.402310884323817,8.05530471435329e-06,319,1.0721099300064583,0.33648679609681537,67,1.3888686245167727,2.5312213224454973e-05,289,1.1574404242218157,0.0834661118858214,147,1.2135952782242583,0.0061757702346679,324,2.3957206473335506,7.873770410794159e-07,58,1.4323031384235128,7.266686452034231e-06,274,1.0456062926900678,0.3304599439470023,179,1.1537282398979714,0.038282265761942304,285,2.1562944252378617,1.2000579234044685e-11,144,2.756704280023126e-05,0.585292925844924,5.732471818479509e-05,0.16497727424992012,0.015376300162562574,1.7058193626777487e-06,1.8376251243465866e-05,0.620619894729736,0.08303477362449457,2.2537673195644896e-11
salivary ionocytes,ionocytes,specialized epithelial cells,4974,972,1.3462399701436836,0.00013841157991659406,282,1.2627138643067846,0.06199218847933803,68,1.3398278295791168,0.0002688657919565478,256,1.2689683656611392,0.013146384998625436,141,1.1603125543779986,0.03342661637343403,285,2.4455569461827285,7.777303137586326e-07,54,1.4032302435994144,4.242226616455735e-05,245,1.1243474845715256,0.11865074578144826,169,1.1092015390061456,0.11151007483924187,251,2.3334057282475906,2.592137559982139e-13,138,0.00024785329426924984,0.16181011908166198,0.00041620608238061266,0.03509112493306425,0.04997765943212467,1.7058193626777487e-06,7.423896578797535e-05,0.2727196246319855,0.17172551525243246,5.78535049619202e-13
salivary myoepithelial cells,secretory gland support,specialized epithelial cells,4974,1029,1.283016712651354,0.0009913050947890972,290,1.3183389514451695,0.02970866145284634,74,1.302421886185667,0.0007389468164122648,266,1.4333963745361118,0.0002280566696035979,161,1.1372207350871453,0.05349577514550685,298,2.7944571102878313,6.618213021577747e-09,61,1.3141873690511823,0.0006715313608343006,249,1.344993968636912,0.0007225289045742478,200,1.0633774453394707,0.23557868559925366,259,2.5814383561643837,5.696016252035659e-17,153,0.0012828654167858905,0.08632328044789316,0.001007060263075122,0.0007875229101569972,0.0725911517589846,2.12334334442286e-08,0.0008617985797373525,0.002587661658242655,0.29234243346571626,1.686897120795176e-16
schwann cells,glial cells,glial cells,4974,1041,1.2731537929097074,0.001321525567872701,292,1.5359827020578587,0.00118230219511463,83,1.2941841295342353,0.000926748105700516,268,1.47951677852349,5.976586772363496e-05,166,1.1412539815722202,0.04796348381452771,302,2.4456580005360493,5.179727930719828e-07,57,1.3162428707224334,0.0005999346584943024,252,1.3536417169379116,0.0005363053717601086,203,1.0913194611086352,0.1474140202333102,266,2.790434823441022,6.667831836718052e-20,161,0.001654592987417853,0.00466857789865777,0.0012303380023955125,0.00021914151498666153,0.0659497902449756,1.1905643303445576e-06,0.0007763860286396855,0.001966453029787065,0.21020147329564604,2.3880141926850697e-19
sertoli cells,reproductive supporting cells,specialized epithelial cells,4974,951,1.4070184014355822,1.565185592686447e-05,283,1.465644085534434,0.0046231835461792575,74,1.4572803076666296,3.9906319503055295e-06,263,1.7083800448430493,9.513206446628481e-08,167,1.3072540392160323,0.00042409630331563785,298,2.8382978723404255,6.768174709202283e-09,58,1.4855799349936247,2.2397985420040655e-06,248,1.5832113006060333,4.4339417453852963e-07,205,1.222170094609071,0.008281115593269621,260,3.378085946948319,5.809429776810765e-27,166,4.635357332186785e-05,0.0161811424116274,1.4292030705745385e-05,3.8553520862652267e-07,0.0029405650350384253,2.1271406228921463e-08,7.665088343747247e-06,1.8454784561873935e-06,0.029756997105299436,2.6313299577319347e-26
smooth muscle cells,smooth muscle cells,muscle cells,4974,1074,1.3367349149604593,0.00011888261318283913,309,1.0816233269766502,0.3146198192127499,67,1.3781163953771518,3.9966298287887395e-05,286,1.144599928238249,0.10234712331105439,145,1.1588575096277278,0.029660953410335766,314,1.8943319515306123,0.00034524567694687897,50,1.4291543867603718,8.593548816568806e-06,272,1.0200222469410456,0.4320737717085664,175,1.1029776374340794,0.1161190442312922,276,2.098451191674235,7.134722438250927e-11,141,0.00022326734670923446,0.5633889785902731,7.993259657577479e-05,0.19221289012076068,0.0461392608605223,0.0004968956471945735,2.1006452662723746e-05,0.747633267900216,0.17531698834920587,1.30803244701267e-10
somatotrophs,pituitary endocrine cells,endocrine cells,4974,1034,1.37818064963713,2.8898640483400023e-05,303,2.078641089081448,3.0144188424414635e-08,100,1.3349162028858879,0.0002389773108753027,271,2.029778124909601,2.722778406783756e-13,199,1.269762364644149,0.0011201925948901644,318,3.39648033126294,2.819954740300931e-12,68,1.3493271741313517,0.00020385462000626427,254,1.7702412058515082,9.880918216962177e-11,236,1.1619535172335984,0.033487198011920634,274,3.7631401617250675,4.1528946926362547e-33,186,7.255831341876604e-05,2.9013781358499085e-07,0.00037553577423261853,1.6133841586383282e-12,0.005227565442820767,1.670280884639782e-11,0.0002961661460468368,5.072204684707251e-10,0.07697057453486236,2.558183130663933e-32
submucosal glandular cells,glandular cells,glandular epithelial cells,4974,1016,1.5569292365943512,1.1906653101556053e-08,318,1.0033760123547686,0.5155913245149661,60,1.594917499698904,5.3660667566325505e-09,294,1.0438799183802772,0.3599361687397044,129,1.3338892736498424,0.00011464866220607476,321,2.525742245241724,2.188845637376932e-07,57,1.643499469893814,1.2936992875699277e-09,279,0.8645641910039298,0.937244760913542,148,1.3082064833969078,0.0004483935286475138,288,1.9553979213127166,7.348322646955985e-09,129,2.1354776858301723e-07,0.7708841162650949,8.263742805214128e-08,0.5543016998591448,0.0012611352842668224,5.350511558032499e-07,1.992296902857689e-08,0.9999999933075148,0.006277509401065193,1.1430724117487087e-08
suprabasal keratinocytes,suprabasal cells,squamous epithelial cells,4974,1074,1.3853996755288045,1.7079243703401227e-05,315,0.7162894842063174,0.9865329630090107,49,1.4311411973873112,4.770742729217816e-06,292,0.910481110752341,0.8232722713631735,124,1.2208551327888275,0.005007886475011106,323,1.666170748455024,0.004025305144847138,46,1.448049597855228,4.0358053604360775e-06,274,0.7656963021243116,0.9973308916321211,144,1.2032776578461264,0.010568542663089058,290,1.7161192015828854,2.5863721354713753e-06,125,4.870747278377387e-05,0.9998241684620686,1.5631795325522203e-05,0.9999900707622584,0.013530079248275621,0.005209218422743355,1.1952192798214537e-05,0.9999999933075148,0.035164306088768256,3.4938711303736125e-06
syncytiotrophoblasts,trophoblast cells,trophoblast cells,4974,1033,1.6233112130944949,3.534528155944291e-10,330,0.6596578426953517,0.9960978509972543,44,1.6605222548232623,1.8024608487520733e-10,305,0.6692646804587103,0.9998343803046944,95,1.3878940641863107,1.1494230515878767e-05,333,1.4296370892544106,0.038668039510634876,40,1.7057389347336833,5.2609215744895095e-11,289,0.5885945237725123,0.9999998954738892,114,1.3523659848978096,8.211116072580728e-05,298,1.4229138695931351,0.0021708844672648536,107,1.8143911200514025e-08,0.9998241684620686,4.626316178463655e-09,0.9999900707622584,0.00029501858324088834,0.04284084952976813,1.6620394754521053e-09,0.9999999933075148,0.002107519791962387,0.0024948970743193096
t-cells,t-cells,blood and immune cells,4974,1176,1.4958860664811657,5.4058060101586196e-08,357,0.8044900488947042,0.9386116041305133,59,1.572698057845466,3.114083590179716e-09,334,0.8343117966475171,0.9628745309535848,128,1.270353902541609,0.0006801537015298403,360,1.6245059288537549,0.005052726002984848,49,1.5856711809237536,3.878993061187606e-09,313,0.8723160661556002,0.93564472663136,173,1.2198035258128608,0.005226839205055196,319,1.9765625,1.0092327493295878e-09,147,6.937451046370228e-07,0.9998241684620686,5.328543032085291e-08,0.9999900707622584,0.0038793951865035334,0.0063168539741988335,4.978041095190761e-08,0.9999999933075148,0.025154163674328132,1.7079323450193024e-09
thymic myoid cells,stromal cells,mesenchymal cells,4974,845,1.2575822873457954,0.004239190447567105,237,1.3361640488077269,0.032510079236736385,62,1.2241130886546232,0.012690767966601074,212,1.4686052047203815,0.00023012033089003166,136,1.0937065250904279,0.1530184864741668,240,2.5869593120266976,3.5378695736167287e-07,50,1.2715875689672873,0.004584083258077059,202,1.2978469503435424,0.004812707820426108,162,1.0230638802067373,0.4127069076563068,208,2.373247033441208,7.01964594177156e-13,124,0.004945722188828289,0.08940271790102505,0.01469457343501177,0.0007875229101569972,0.16251618563463233,8.255029005105701e-07,0.005348097134423235,0.01684447737149138,0.4572436243098651,1.4608452365308382e-12
thymocytes,t-cells,blood and immune cells,4974,892,1.3397401222467598,0.0002682110590535385,259,1.2181522054857048,0.10720957569229496,61,1.3418944125710086,0.00037481485309797774,236,1.271226966194443,0.015058776444166509,130,1.1449595851761476,0.05390187011177517,260,2.264644549763033,1.1069286881694887e-05,48,1.363573111884188,0.0002579482054940894,222,1.2320181091531373,0.0181908604843309,165,1.088343158127915,0.1703521033531211,228,2.603156898869691,3.876560646317632e-16,137,0.0004347842430973151,0.24642200980020032,0.0005495242090366638,0.0380172388918302,0.0725911517589846,1.9593910112425432e-05,0.0003611274876917251,0.05285646253937658,0.23309029894072836,1.0473514728647636e-15
thyrotrophs,pituitary endocrine cells,endocrine cells,4974,940,1.2427092492972351,0.004716668384708054,261,2.83389228383197,3.1104615150378793e-15,111,1.205601523530776,0.015848154636276972,233,2.546151251433583,1.3835797325415277e-21,208,1.1322584446851376,0.06654862292112651,272,4.572748267898383,3.815939245733212e-18,74,1.2352083333333332,0.008791405753682681,220,2.22661492524891,4.453409870517391e-19,246,1.0427054552230333,0.32291102258582194,234,4.6507337101148085,2.707338505874353e-43,192,0.005420648740634628,7.983517888597223e-14,0.01794570451460775,3.043875411591361e-20,0.07944564286708125,6.529496042699052e-17,0.010028714711608391,8.572814000745978e-18,0.3683577590979006,5.21162662380813e-42
transitional alveolar cells,alveolar cells,specialized epithelial cells,4974,1100,1.3045797832228438,0.00035560489212612957,312,1.2037259561893063,0.1044710507929355,74,1.3145716826698421,0.00037248091481544015,285,1.163237467318404,0.07481249402253906,150,1.1626943502867702,0.025818972359051274,322,2.555585056364984,9.287378469960967e-08,61,1.354987951807229,0.00012435580367959614,270,1.035674795776121,0.3676420465269852,181,1.1058963476344137,0.1076640457924646,283,2.23295826192073,9.645916408491202e-13,149,0.0005476315338742396,0.24376578518351616,0.0005495242090366638,0.1536149877262802,0.042753997239719316,2.424163193854218e-07,0.00018719615760170674,0.6660808842959496,0.16747740456605603,1.9545672722469013e-12
tuft cells,secretory gland support,specialized epithelial cells,4974,653,1.4645057535735257,2.765905136946188e-05,202,1.319939281497723,0.05661265934716467,48,1.4867052402719698,2.324779480508916e-05,186,1.268136500803906,0.029373125147928815,96,1.2753627738586972,0.00473700568849581,204,2.1090013460492023,0.0002807130210115305,35,1.4921008602437111,3.0005505648787125e-05,174,1.148605529963954,0.11638968450986645,116,1.2315289754518122,0.01626638143830857,181,1.948131457708995,6.157221414310079e-07,87,7.21948120491039e-05,0.1503163713700579,5.4244854545208044e-05,0.0665214893056035,0.013026765643363478,0.0004156712041901509,5.629303721145483e-05,0.2715759305230217,0.043947767394728415,8.542451331565335e-07
undifferentiated spermatogonia,spermatogenic cell types,germ cells,4974,1168,1.279564645621053,0.0006971510420275795,327,1.4064647081540824,0.006896599253646339,87,1.2928567318757191,0.0006301928305677355,299,1.4062242268641694,0.00028214632111807266,179,1.1665480703612048,0.02104421081385605,342,2.6433385400168214,2.1082902985538927e-08,65,1.3400673814676372,0.00016153506974980346,284,1.2421682316750522,0.008170132074367694,215,1.0851642043375682,0.1539151186299666,297,2.7032903648678173,1.3807425364159255e-19,173,0.0009500996501968783,0.023601695223589694,0.000874321584751633,0.0009244794351528339,0.03682736892424809,6.243782807255759e-08,0.00023691810229971175,0.026212507071929684,0.21516318881128146,4.832598877455739e-19
urothelial cells,barrier epithelial cells,specialized epithelial cells,4974,1112,1.2798226164079822,0.0008284752814503019,312,1.0744332968086563,0.329056665750495,69,1.3396998347825038,0.0001429856407035449,291,1.053958456453696,0.3202620842042669,142,1.120834260564251,0.07136114485894635,319,2.0459317057474964,5.1926716854195874e-05,54,1.3835854298502854,4.0804851412491126e-05,276,0.9672998932764141,0.6547102339366383,175,1.112455862977602,0.09343466437507437,287,2.277855245683931,2.1236789040264806e-13,152,0.0010812304520622586,0.5824681209836349,0.0002392388424272124,0.5144392569619117,0.08262869404720104,8.32991082869392e-05,7.222927721291532e-05,0.9999999933075148,0.15454858034971375,4.881291809254896e-13
vascular endothelial cells,endothelial cells,endothelial and mural cells,4974,1183,1.3536716430905524,3.6453589734919174e-05,341,1.17406292749658,0.13498312382318567,78,1.3754569916059782,2.5845802790252708e-05,313,1.1637319675112134,0.06913088064445382,161,1.1904053835892294,0.0102306371180557,350,2.597366209022135,3.58755131756533e-08,65,1.4313066341142777,4.178549230505031e-06,298,1.1527927927927928,0.06001434649046395,208,1.1257445459157789,0.06613066946979519,307,2.475998431869745,1.7633642492457373e-16,167,8.255665910555225e-05,0.30126668215609553,5.768483521302778e-05,0.14583774820884776,0.02219039600254335,1.0045143689182925e-07,1.2141444933920278e-05,0.1566476162632449,0.12419662315059098,4.998255430723485e-16
vascular smooth muscle cells,mural cells,endothelial and mural cells,4974,1176,1.2640336864246418,0.0011834013309715901,327,1.3687275628240925,0.011968367985159434,86,1.3089588837659085,0.00034559653137545497,303,1.3411246287958616,0.0015711234044233483,175,1.120823906418391,0.06743402852303981,337,2.852256317689531,1.3078069785113438e-09,68,1.3670066332817703,5.714227409830789e-05,289,1.2287681101416794,0.01125468997207999,215,1.0596137762112432,0.23810389331111853,295,2.5561072492552137,1.456141193325358e-17,169,0.0015061471485092967,0.036862573394291054,0.000521782998351177,0.004652942390022993,0.07988338763498562,4.475606104238821e-09,9.670231001252104e-05,0.03537188276939425,0.29234243346571626,4.4849148754421026e-17
