gene_id,gene_symbol,classification_v7,stability
ENSG00000115137,DNAJC27,gene-driven (relaxed),0.698
ENSG00000115145,STAM2,neutral,1.0
ENSG00000115163,CENPA,neutral,1.0
ENSG00000115194,SLC30A3,gene-driven,0.928
ENSG00000115211,EIF2B4,gene-driven (relaxed),0.883
ENSG00000115226,FNDC4,neutral,1.0
ENSG00000115234,SNX17,neutral,1.0
ENSG00000115241,PPM1G,neutral,0.761
ENSG00000115252,PDE1A,gene-driven,1.0
ENSG00000115263,GCG,neutral,1.0
ENSG00000115289,PCGF1,neutral,1.0
ENSG00000115290,GRB14,neutral,0.954
ENSG00000115307,AUP1,gene-driven,1.0
ENSG00000115317,HTRA2,gene-driven (relaxed),0.577
ENSG00000115318,LOXL3,neutral,0.567
ENSG00000115350,POLE4,neutral,1.0
ENSG00000115353,TACR1,gene-driven,0.998
ENSG00000115365,LANCL1,neutral,0.996
ENSG00000115368,WDR75,regulation-driven,0.756
ENSG00000115380,EFEMP1,regulation-driven,0.994
ENSG00000115386,REG1A,neutral,1.0
ENSG00000115419,GLS,neutral,0.86
ENSG00000115421,PAPOLG,neutral,0.944
ENSG00000115423,DNAH6,regulation-driven,0.685
ENSG00000115457,IGFBP2,neutral,1.0
ENSG00000115459,ELMOD3,neutral,0.925
ENSG00000115461,IGFBP5,neutral,1.0
ENSG00000115488,NEU2,neutral,1.0
ENSG00000115507,OTX1,gene-driven,1.0
ENSG00000115520,COQ10B,neutral,1.0
ENSG00000115524,,neutral,0.84
ENSG00000115526,CHST10,neutral,0.927
ENSG00000115540,MOB4,neutral,1.0
ENSG00000115592,PRKAG3,gene-driven,0.965
ENSG00000115593,SMYD1,neutral,0.757
ENSG00000115596,WNT6,neutral,1.0
ENSG00000115598,IL1RL2,neutral,1.0
ENSG00000115604,IL18R1,neutral,1.0
ENSG00000115616,SLC9A2,neutral,0.732
ENSG00000115661,STK16,gene-driven,1.0
ENSG00000115665,SLC5A7,dual-driven,0.764
ENSG00000115677,,neutral,0.973
ENSG00000115758,ODC1,neutral,1.0
ENSG00000115761,NOL10,neutral,1.0
ENSG00000115806,GORASP2,gene-driven,1.0
ENSG00000115808,STRN,neutral,0.964
ENSG00000115816,CEBPZ,neutral,1.0
ENSG00000115828,QPCT,neutral,1.0
ENSG00000115839,RAB3GAP1,gene-driven,1.0
ENSG00000115840,SLC25A12,neutral,0.727
ENSG00000115844,DLX2,neutral,1.0
ENSG00000115850,LCT,regulation-driven,0.881
ENSG00000115866,DARS1,gene-driven,1.0
ENSG00000115896,,gene-driven,1.0
ENSG00000115902,SLC1A4,neutral,1.0
ENSG00000115944,COX7A2L,gene-driven,1.0
ENSG00000115946,PNO1,neutral,1.0
ENSG00000115956,PLEK,regulation-driven,0.985
ENSG00000115963,RND3,neutral,1.0
ENSG00000115998,C2orf42,neutral,0.808
ENSG00000116001,TIA1,gene-driven,1.0
ENSG00000116030,SUMO1,neutral,1.0
ENSG00000116031,CD207,neutral,1.0
ENSG00000116062,,regulation-driven,0.515
ENSG00000116095,PLEKHA3,neutral,1.0
ENSG00000116096,SPR,neutral,1.0
ENSG00000116117,PARD3B,regulation-driven,1.0
ENSG00000116120,FARSB,neutral,1.0
ENSG00000116128,BCL9,gene-driven (relaxed),1.0
ENSG00000116132,PRRX1,neutral,1.0
ENSG00000116141,MARK1,neutral,1.0
ENSG00000116147,TNR,regulation-driven,1.0
ENSG00000116157,GPX7,neutral,1.0
ENSG00000116171,SCP2,regulation-driven,0.57
ENSG00000116176,TPSG1,neutral,1.0
ENSG00000116205,TCEANC2,gene-driven (relaxed),0.908
ENSG00000116209,TMEM59,neutral,1.0
ENSG00000116218,NPHS2,neutral,0.567
ENSG00000116237,ICMT,neutral,1.0
ENSG00000116254,CHD5,neutral,0.65
ENSG00000116266,STXBP3,regulation-driven,0.894
ENSG00000116273,PHF13,neutral,1.0
ENSG00000116285,ERRFI1,neutral,1.0
ENSG00000116299,ELAPOR1,neutral,0.726
ENSG00000116337,,gene-driven,1.0
ENSG00000116350,SRSF4,neutral,1.0
ENSG00000116353,MECR,gene-driven (relaxed),0.998
ENSG00000116459,ATP5PB,neutral,1.0
ENSG00000116489,CAPZA1,gene-driven,0.903
ENSG00000116514,RNF19B,neutral,0.694
ENSG00000116521,SCAMP3,neutral,1.0
ENSG00000116525,TRIM62,neutral,0.997
ENSG00000116544,DLGAP3,neutral,0.532
ENSG00000116574,RHOU,neutral,1.0
ENSG00000116586,LAMTOR2,neutral,1.0
ENSG00000116649,SRM,neutral,1.0
ENSG00000116667,C1orf21,gene-driven,1.0
ENSG00000116679,IVNS1ABP,neutral,1.0
ENSG00000116685,KIAA2013,gene-driven,1.0
ENSG00000116691,MIIP,neutral,1.0
ENSG00000116701,NCF2,neutral,0.549
ENSG00000116703,PDC,neutral,1.0
ENSG00000116704,SLC35D1,neutral,1.0
ENSG00000116711,PLA2G4A,neutral,0.939
ENSG00000116717,GADD45A,neutral,1.0
ENSG00000116741,RGS2,neutral,1.0
ENSG00000116745,RPE65,neutral,0.806
ENSG00000116748,AMPD1,gene-driven,0.828
ENSG00000116752,BCAS2,gene-driven,1.0
ENSG00000116761,CTH,neutral,0.976
ENSG00000116771,AGMAT,neutral,1.0
ENSG00000116783,,gene-driven,1.0
ENSG00000116786,PLEKHM2,neutral,1.0
ENSG00000116819,TFAP2E,neutral,1.0
ENSG00000116824,CD2,gene-driven,1.0
ENSG00000116857,TMEM9,neutral,1.0
ENSG00000116863,ADPRS,neutral,1.0
ENSG00000116874,WARS2,neutral,1.0
ENSG00000116898,MRPS15,neutral,1.0
ENSG00000116903,EXOC8,neutral,1.0
ENSG00000116954,RRAGC,neutral,1.0
ENSG00000116962,NID1,neutral,0.973
ENSG00000116981,NT5C1A,neutral,0.999
ENSG00000116983,HPCAL4,gene-driven,1.0
ENSG00000116996,ZP4,gene-driven (relaxed),1.0
ENSG00000117000,RLF,neutral,1.0
ENSG00000117010,ZNF684,neutral,1.0
ENSG00000117016,RIMS3,neutral,0.999
ENSG00000117036,ETV3,neutral,1.0
ENSG00000117054,ACADM,regulation-driven,0.629
ENSG00000117069,ST6GALNAC5,gene-driven (relaxed),0.558
ENSG00000117090,SLAMF1,neutral,1.0
ENSG00000117091,CD48,neutral,1.0
ENSG00000117115,PADI2,neutral,0.522
ENSG00000117118,SDHB,gene-driven,1.0
ENSG00000117122,MFAP2,neutral,1.0
ENSG00000117143,UAP1,neutral,0.695
ENSG00000117148,ACTL8,gene-driven,1.0
ENSG00000117151,CTBS,neutral,1.0
ENSG00000117154,IGSF21,neutral,0.972
ENSG00000117155,SSX2IP,neutral,0.81
ENSG00000117174,ZNHIT6,neutral,1.0
ENSG00000117215,PLA2G2D,neutral,1.0
ENSG00000117222,RBBP5,gene-driven,0.861
ENSG00000117245,KIF17,neutral,0.894
ENSG00000117308,GALE,neutral,1.0
ENSG00000117318,ID3,neutral,1.0
ENSG00000117362,APH1A,neutral,1.0
ENSG00000117385,P3H1,neutral,1.0
ENSG00000117395,EBNA1BP2,neutral,1.0
ENSG00000117399,CDC20,neutral,1.0
ENSG00000117408,IPO13,regulation-driven,0.671
ENSG00000117448,AKR1A1,gene-driven,1.0
ENSG00000117450,PRDX1,neutral,1.0
ENSG00000117472,TSPAN1,neutral,1.0
ENSG00000117477,CCDC181,neutral,0.998
ENSG00000117479,SLC19A2,gene-driven,0.955
ENSG00000117500,TMED5,gene-driven,1.0
ENSG00000117525,F3,neutral,1.0
ENSG00000117528,ABCD3,neutral,0.978
ENSG00000117533,VAMP4,neutral,1.0
ENSG00000117543,DPH5,gene-driven,1.0
ENSG00000117560,FASLG,neutral,1.0
ENSG00000117569,PTBP2,neutral,0.87
ENSG00000117586,TNFSF4,neutral,1.0
ENSG00000117592,PRDX6,neutral,1.0
ENSG00000117594,HSD11B1,neutral,1.0
ENSG00000117598,PLPPR5,neutral,0.59
ENSG00000117600,PLPPR4,neutral,0.585
ENSG00000117614,SYF2,neutral,1.0
ENSG00000117625,RCOR3,gene-driven,0.859
ENSG00000117640,MTFR1L,neutral,0.989
ENSG00000117643,MAN1C1,neutral,0.854
ENSG00000117650,NEK2,neutral,0.965
ENSG00000117697,NSL1,neutral,1.0
ENSG00000117707,PROX1,gene-driven,1.0
ENSG00000117748,RPA2,neutral,1.0
ENSG00000117862,TXNDC12,neutral,1.0
ENSG00000117868,ESYT2,neutral,0.685
ENSG00000118094,TREH,neutral,0.972
ENSG00000118137,APOA1,gene-driven,1.0
ENSG00000118193,KIF14,gene-driven,1.0
ENSG00000118194,TNNT2,gene-driven (relaxed),0.686
ENSG00000118197,DDX59,neutral,0.998
ENSG00000118246,FASTKD2,gene-driven,1.0
ENSG00000118260,CREB1,gene-driven,1.0
ENSG00000118292,C1orf54,gene-driven,0.999
ENSG00000118298,CA14,gene-driven,1.0
ENSG00000118402,ELOVL4,neutral,0.993
ENSG00000118407,FILIP1,neutral,0.535
ENSG00000118434,SPACA1,neutral,1.0
ENSG00000118454,ANKRD13C,neutral,1.0
ENSG00000118491,ZC2HC1B,neutral,0.71
ENSG00000118496,FBXO30,neutral,1.0
ENSG00000118507,AKAP7,neutral,1.0
ENSG00000118922,KLF12,neutral,0.957
ENSG00000118972,FGF23,neutral,1.0
ENSG00000119013,NDUFB3,neutral,1.0
ENSG00000119048,UBE2B,gene-driven,1.0
ENSG00000119125,GDA,gene-driven,1.0
ENSG00000119138,KLF9,neutral,1.0
ENSG00000119203,CPSF3,regulation-driven,0.527
ENSG00000119285,HEATR1,neutral,0.976
ENSG00000119333,DYNC2I2,neutral,1.0
ENSG00000119402,FBXW2,neutral,0.834
ENSG00000119403,PHF19,neutral,0.994
ENSG00000119411,BSPRY,neutral,1.0
ENSG00000119414,PPP6C,gene-driven,0.899
ENSG00000119421,NDUFA8,neutral,1.0
ENSG00000119446,RBM18,neutral,1.0
ENSG00000119457,SLC46A2,neutral,1.0
ENSG00000119471,HSDL2,neutral,0.791
ENSG00000119508,NR4A3,neutral,0.921
ENSG00000119509,INVS,neutral,0.994
ENSG00000119523,ALG2,neutral,1.0
ENSG00000119599,DCAF4,neutral,1.0
ENSG00000119608,PROX2,neutral,1.0
ENSG00000119614,VSX2,neutral,1.0
ENSG00000119630,PGF,gene-driven,1.0
ENSG00000119636,BBOF1,neutral,1.0
ENSG00000119650,IFT43,neutral,1.0
ENSG00000119681,,neutral,1.0
ENSG00000119686,FLVCR2,neutral,0.711
ENSG00000119699,TGFB3,gene-driven,1.0
ENSG00000119705,SLIRP,gene-driven,1.0
ENSG00000119707,RBM25,neutral,0.938
ENSG00000119711,ALDH6A1,neutral,0.955
ENSG00000119715,ESRRB,neutral,0.693
ENSG00000119718,EIF2B2,neutral,0.732
ENSG00000119760,SUPT7L,neutral,1.0
ENSG00000119772,DNMT3A,gene-driven,0.775
ENSG00000119778,ATAD2B,neutral,0.936
ENSG00000119787,ATL2,neutral,1.0
ENSG00000119801,YPEL5,gene-driven,0.994
ENSG00000119862,LGALSL,neutral,1.0
ENSG00000119865,CNRIP1,neutral,1.0
ENSG00000132423,COQ3,neutral,1.0
ENSG00000132424,PNISR,neutral,0.973
ENSG00000132429,POPDC3,gene-driven,1.0
ENSG00000132432,SEC61G,gene-driven,1.0
ENSG00000132464,ENAM,neutral,0.892
ENSG00000132485,ZRANB2,neutral,1.0
ENSG00000132541,RIDA,gene-driven,1.0
ENSG00000132570,PCBD2,gene-driven,1.0
ENSG00000132591,ERAL1,gene-driven,1.0
ENSG00000132676,DAP3,gene-driven,1.0
ENSG00000132680,KHDC4,neutral,0.994
ENSG00000132688,NES,neutral,1.0
ENSG00000132698,RAB25,neutral,1.0
ENSG00000132703,APCS,neutral,1.0
ENSG00000132704,FCRL2,neutral,1.0
ENSG00000132718,SYT11,gene-driven,0.947
ENSG00000132740,IGHMBP2,neutral,0.953
ENSG00000132744,ACY3,neutral,1.0
ENSG00000132763,MMACHC,neutral,1.0
ENSG00000132768,DPH2,gene-driven,1.0
ENSG00000132773,TOE1,neutral,1.0
ENSG00000132781,,gene-driven,1.0
ENSG00000132837,DMGDH,gene-driven,1.0
ENSG00000132849,PATJ,neutral,1.0
ENSG00000132854,KANK4,neutral,0.651
ENSG00000132855,ANGPTL3,neutral,1.0
ENSG00000132881,CPLANE2,neutral,1.0
ENSG00000132911,NMUR2,neutral,1.0
ENSG00000132912,DCTN4,neutral,0.995
ENSG00000132915,PDE6A,regulation-driven,0.904
ENSG00000132932,,regulation-driven,0.997
ENSG00000132938,MTUS2,neutral,0.754
ENSG00000132950,ZMYM5,neutral,1.0
ENSG00000132952,USPL1,neutral,1.0
ENSG00000132963,POMP,gene-driven,1.0
ENSG00000132964,CDK8,gene-driven,0.967
ENSG00000132965,ALOX5AP,neutral,1.0
ENSG00000132975,GPR12,neutral,1.0
ENSG00000133055,MYBPH,neutral,1.0
ENSG00000133056,PIK3C2B,gene-driven,1.0
ENSG00000133065,SLC41A1,neutral,0.969
ENSG00000133069,TMCC2,regulation-driven,0.884
ENSG00000133083,DCLK1,neutral,0.995
ENSG00000133101,CCNA1,gene-driven,1.0
ENSG00000133104,SPART,neutral,0.814
ENSG00000133105,RXFP2,neutral,0.934
ENSG00000133111,RFXAP,neutral,1.0
ENSG00000133116,KL,neutral,1.0
ENSG00000133119,RFC3,neutral,1.0
ENSG00000133121,STARD13,regulation-driven,0.857
ENSG00000133302,SLF1,neutral,0.998
ENSG00000133317,LGALS12,gene-driven,1.0
ENSG00000133318,RTN3,neutral,0.998
ENSG00000133321,PLAAT4,neutral,1.0
ENSG00000133328,PLAAT2,neutral,1.0
ENSG00000133398,MED10,neutral,1.0
ENSG00000133574,GIMAP4,neutral,1.0
ENSG00000133606,MKRN1,gene-driven,1.0
ENSG00000133636,NTS,neutral,1.0
ENSG00000133639,BTG1,neutral,1.0
ENSG00000133641,RLIG1,gene-driven,1.0
ENSG00000133678,TMEM254,gene-driven,1.0
ENSG00000133704,IPO8,gene-driven,1.0
ENSG00000133731,IMPA1,regulation-driven,0.984
ENSG00000133739,LRRCC1,neutral,0.973
ENSG00000133773,CCDC59,gene-driven,1.0
ENSG00000133800,LYVE1,gene-driven,1.0
ENSG00000133805,AMPD3,regulation-driven,0.81
ENSG00000133858,ZFC3H1,neutral,0.989
ENSG00000133874,RNF122,neutral,1.0
ENSG00000133895,,gene-driven,1.0
ENSG00000133935,ERG28,neutral,1.0
ENSG00000133937,GSC,neutral,1.0
ENSG00000133961,NUMB,neutral,0.752
ENSG00000133985,TTC9,neutral,1.0
ENSG00000134007,ADAM20,neutral,1.0
ENSG00000134013,LOXL2,neutral,0.76
ENSG00000134028,ADAMDEC1,neutral,1.0
ENSG00000134057,CCNB1,gene-driven,0.909
ENSG00000134061,CD180,neutral,0.999
ENSG00000134070,IRAK2,neutral,1.0
ENSG00000134086,VHL,gene-driven,1.0
ENSG00000134107,BHLHE40,neutral,1.0
ENSG00000134109,EDEM1,neutral,0.619
ENSG00000134115,CNTN6,neutral,0.979
ENSG00000134193,REG4,gene-driven,1.0
ENSG00000134198,TSPAN2,gene-driven,1.0
ENSG00000134202,GSTM3,gene-driven,1.0
ENSG00000134222,PSRC1,neutral,1.0
ENSG00000134240,HMGCS2,gene-driven,1.0
ENSG00000134245,WNT2B,neutral,1.0
ENSG00000134248,LAMTOR5,neutral,1.0
ENSG00000134253,TRIM45,neutral,1.0
ENSG00000134255,CEPT1,gene-driven,1.0
ENSG00000134256,CD101,neutral,0.981
ENSG00000134258,VTCN1,gene-driven,0.829
ENSG00000134259,NGF,gene-driven,1.0
ENSG00000134262,AP4B1,gene-driven,1.0
ENSG00000134294,SLC38A2,gene-driven,0.984
ENSG00000134321,RSAD2,gene-driven,1.0
ENSG00000134323,MYCN,neutral,1.0
ENSG00000134343,ANO3,regulation-driven,0.949
ENSG00000134371,CDC73,gene-driven,0.971
ENSG00000134375,TIMM17A,neutral,1.0
ENSG00000134376,,regulation-driven,0.69
ENSG00000134452,,neutral,1.0
ENSG00000134460,IL2RA,neutral,1.0
ENSG00000134461,ANKRD16,gene-driven,0.987
ENSG00000134516,,neutral,0.829
ENSG00000134533,RERG,neutral,0.999
ENSG00000134548,SPX,gene-driven,1.0
ENSG00000134571,MYBPC3,regulation-driven,0.743
ENSG00000134686,PHC2,neutral,0.995
ENSG00000134690,CDCA8,gene-driven,0.9
ENSG00000134716,CYP2J2,neutral,1.0
ENSG00000134717,BTF3L4,neutral,1.0
ENSG00000134780,DAGLA,neutral,0.599
ENSG00000134802,SLC43A3,neutral,0.975
ENSG00000134809,TIMM10,gene-driven,1.0
ENSG00000134825,TMEM258,gene-driven,1.0
ENSG00000134827,TCN1,neutral,1.0
ENSG00000134851,TMEM165,gene-driven,1.0
ENSG00000134874,DZIP1,neutral,0.844
ENSG00000134882,UBAC2,neutral,1.0
ENSG00000134884,ARGLU1,neutral,1.0
ENSG00000134897,BIVM,gene-driven,1.0
ENSG00000134899,ERCC5,gene-driven,1.0
ENSG00000134900,TPP2,neutral,1.0
ENSG00000134901,POGLUT2,neutral,0.994
ENSG00000134905,CARS2,gene-driven,1.0
ENSG00000134917,ADAMTS8,neutral,0.981
ENSG00000134940,ACRV1,neutral,1.0
ENSG00000134955,SLC37A2,neutral,0.956
ENSG00000134962,KLB,neutral,1.0
ENSG00000134986,NREP,neutral,1.0
ENSG00000134987,WDR36,neutral,1.0
ENSG00000134996,OSTF1,neutral,1.0
ENSG00000135002,RFK,gene-driven,1.0
ENSG00000135040,NAA35,neutral,0.578
ENSG00000135047,CTSL,neutral,1.0
ENSG00000135063,ENTREP1,neutral,0.999
ENSG00000135070,ISCA1,gene-driven,1.0
ENSG00000135083,CCNJL,neutral,0.625
ENSG00000135093,USP30,gene-driven,0.518
ENSG00000135100,HNF1A,gene-driven,1.0
ENSG00000135111,TBX3,neutral,0.957
ENSG00000135114,OASL,neutral,0.999
ENSG00000135119,RNFT2,gene-driven,1.0
ENSG00000135144,DTX1,neutral,0.998
ENSG00000135148,TRAFD1,neutral,1.0
ENSG00000135185,TMEM243,neutral,1.0
ENSG00000135211,TMEM60,neutral,1.0
ENSG00000135222,CSN2,gene-driven,1.0
ENSG00000135312,HTR1B,neutral,1.0
ENSG00000135316,,gene-driven,1.0
ENSG00000135333,EPHA7,regulation-driven,0.978
ENSG00000135334,AKIRIN2,gene-driven,1.0
ENSG00000135338,LCA5,gene-driven,1.0
ENSG00000135341,MAP3K7,neutral,0.636
ENSG00000135355,GJA10,neutral,1.0
ENSG00000135363,LMO2,gene-driven,1.0
ENSG00000135365,PHF21A,gene-driven,0.99
ENSG00000135374,ELF5,neutral,0.991
ENSG00000135407,AVIL,gene-driven,1.0
ENSG00000135413,LACRT,gene-driven,1.0
ENSG00000135452,TSPAN31,gene-driven,1.0
ENSG00000135457,TFCP2,gene-driven,0.968
ENSG00000135480,KRT7,gene-driven,0.973
ENSG00000135517,MIP,neutral,1.0
ENSG00000135519,KCNH3,gene-driven,0.799
ENSG00000135521,LTV1,gene-driven,0.859
ENSG00000135525,MAP7,neutral,1.0
ENSG00000135535,CD164,gene-driven,1.0
ENSG00000135547,HEY2,neutral,1.0
ENSG00000135549,PKIB,gene-driven,1.0
ENSG00000135569,TAAR5,neutral,1.0
ENSG00000135577,NMBR,neutral,1.0
ENSG00000135604,STX11,gene-driven,1.0
ENSG00000135605,TEC,gene-driven,1.0
ENSG00000135617,,neutral,1.0
ENSG00000135624,CCT7,neutral,0.615
ENSG00000135625,EGR4,gene-driven,1.0
ENSG00000135631,RAB11FIP5,neutral,0.826
ENSG00000135677,GNS,gene-driven,1.0
ENSG00000135678,CPM,neutral,1.0
ENSG00000135744,AGT,gene-driven,1.0
ENSG00000135750,KCNK1,neutral,1.0
ENSG00000135773,CAPN9,regulation-driven,0.666
ENSG00000135775,COG2,neutral,0.571
ENSG00000135776,ABCB10,neutral,1.0
ENSG00000135778,NTPCR,neutral,1.0
ENSG00000135801,TAF5L,neutral,0.986
ENSG00000135823,STX6,neutral,1.0
ENSG00000135824,RGS8,gene-driven,0.993
ENSG00000135828,RNASEL,neutral,1.0
ENSG00000135829,DHX9,neutral,0.992
ENSG00000135838,NPL,gene-driven (relaxed),0.784
ENSG00000135845,PIGC,neutral,1.0
ENSG00000135870,RC3H1,neutral,0.924
ENSG00000135900,MRPL44,neutral,1.0
ENSG00000135902,CHRND,neutral,0.966
ENSG00000135903,PAX3,regulation-driven,0.767
ENSG00000135913,USP37,regulation-driven,0.826
ENSG00000135914,HTR2B,neutral,1.0
ENSG00000135916,ITM2C,neutral,0.989
ENSG00000135925,WNT10A,neutral,1.0
ENSG00000135932,CAB39,neutral,1.0
ENSG00000135940,COX5B,neutral,1.0
ENSG00000135953,MFSD9,neutral,1.0
ENSG00000135956,TMEM127,neutral,1.0
ENSG00000135960,EDAR,neutral,1.0
ENSG00000135966,TGFBRAP1,neutral,0.995
ENSG00000135974,C2orf49,neutral,1.0
ENSG00000136011,,regulation-driven,0.902
ENSG00000136044,APPL2,gene-driven,1.0
ENSG00000136048,DRAM1,gene-driven,1.0
ENSG00000136099,PCDH8,neutral,0.991
ENSG00000136122,BORA,neutral,1.0
ENSG00000136143,SUCLA2,neutral,0.647
ENSG00000136144,RCBTB1,neutral,1.0
ENSG00000136147,PHF11,neutral,1.0
ENSG00000136155,SCEL,neutral,0.592
ENSG00000136158,SPRY2,neutral,1.0
ENSG00000136159,NUDT15,neutral,1.0
ENSG00000136160,EDNRB,neutral,1.0
ENSG00000136161,RCBTB2,neutral,0.621
ENSG00000136169,SETDB2,neutral,1.0
ENSG00000136193,SCRN1,neutral,0.619
ENSG00000136197,C7orf25,gene-driven,1.0
ENSG00000136231,IGF2BP3,regulation-driven,0.771
ENSG00000136235,GPNMB,gene-driven,1.0
ENSG00000136240,KDELR2,neutral,1.0
ENSG00000136267,DGKB,neutral,0.965
ENSG00000136270,TBRG4,gene-driven,0.846
ENSG00000136274,NACAD,neutral,0.992
ENSG00000136286,MYO1G,regulation-driven,0.67
ENSG00000136297,MMD2,neutral,0.974
ENSG00000136327,NKX2-8,neutral,1.0
ENSG00000136352,NKX2-1,gene-driven,1.0
ENSG00000136514,RTP4,neutral,1.0
ENSG00000136518,ACTL6A,neutral,0.997
ENSG00000136522,,neutral,1.0
ENSG00000136542,GALNT5,neutral,0.952
ENSG00000136573,BLK,neutral,0.502
ENSG00000136634,IL10,gene-driven,1.0
ENSG00000136689,IL1RN,neutral,1.0
ENSG00000136697,IL1F10,gene-driven,1.0
ENSG00000136698,CFC1,gene-driven,1.0
ENSG00000136720,HS6ST1,neutral,1.0
ENSG00000136750,GAD2,regulation-driven,0.884
ENSG00000136754,ABI1,neutral,1.0
ENSG00000136770,DNAJC1,neutral,1.0
ENSG00000136802,LRRC8A,neutral,0.947
ENSG00000136813,,gene-driven,0.997
ENSG00000136827,TOR1A,neutral,1.0
ENSG00000136830,NIBAN2,neutral,0.998
ENSG00000136856,SLC2A8,gene-driven,1.0
ENSG00000136859,ANGPTL2,neutral,1.0
ENSG00000136866,ZFP37,gene-driven,1.0
ENSG00000136869,TLR4,neutral,1.0
ENSG00000136870,ZNF189,gene-driven (relaxed),1.0
ENSG00000136872,ALDOB,neutral,0.546
ENSG00000136875,PRPF4,neutral,1.0
ENSG00000136881,BAAT,gene-driven,0.998
ENSG00000136897,MRPL50,neutral,1.0
ENSG00000136908,DPM2,neutral,1.0
ENSG00000136918,WDR38,neutral,1.0
ENSG00000136929,HEMGN,neutral,1.0
ENSG00000136932,TRMO,gene-driven,1.0
ENSG00000136935,GOLGA1,neutral,1.0
ENSG00000136936,XPA,neutral,1.0
ENSG00000136938,ANP32B,neutral,1.0
ENSG00000136942,RPL35,gene-driven,1.0
ENSG00000136943,CTSV,neutral,0.984
ENSG00000136944,LMX1B,neutral,0.983
ENSG00000136950,ARPC5L,gene-driven,1.0
ENSG00000136982,DSCC1,neutral,1.0
ENSG00000136986,DERL1,neutral,1.0
ENSG00000136997,MYC,neutral,0.999
ENSG00000136999,CCN3,neutral,1.0
ENSG00000137033,IL33,neutral,1.0
ENSG00000137055,PLAA,neutral,0.996
ENSG00000137070,IL11RA,gene-driven,1.0
ENSG00000137074,APTX,gene-driven,1.0
ENSG00000137075,RNF38,gene-driven,1.0
ENSG00000137076,,regulation-driven,0.778
ENSG00000137077,CCL21,gene-driven,1.0
ENSG00000137078,SIT1,neutral,1.0
ENSG00000137103,TMEM8B,neutral,0.999
ENSG00000137106,GRHPR,neutral,1.0
ENSG00000137124,ALDH1B1,neutral,1.0
ENSG00000137133,HINT2,neutral,1.0
ENSG00000137135,ARHGEF39,gene-driven,1.0
ENSG00000137161,CNPY3,neutral,1.0
ENSG00000137166,FOXP4,neutral,0.812
ENSG00000137168,PPIL1,neutral,1.0
ENSG00000137193,PIM1,neutral,1.0
ENSG00000137198,GMPR,neutral,1.0
ENSG00000137200,CMTR1,neutral,0.593
ENSG00000137203,TFAP2A,neutral,0.975
ENSG00000137207,YIPF3,gene-driven,1.0
ENSG00000137216,TMEM63B,regulation-driven,0.594
ENSG00000137251,TINAG,gene-driven,0.97
ENSG00000137252,HCRTR2,neutral,0.813
ENSG00000137261,KIAA0319,gene-driven,0.996
ENSG00000137269,LRRC1,neutral,0.989
ENSG00000137270,GCM1,neutral,1.0
ENSG00000137273,FOXF2,neutral,0.97
ENSG00000137275,RIPK1,neutral,1.0
ENSG00000137309,HMGA1,gene-driven,1.0
ENSG00000137310,TCF19,gene-driven,0.995
ENSG00000137338,PGBD1,neutral,1.0
ENSG00000137364,TPMT,neutral,1.0
ENSG00000137392,CLPS,neutral,1.0
ENSG00000137393,RNF144B,neutral,1.0
ENSG00000137411,VARS2,gene-driven,1.0
ENSG00000137414,FAM8A1,neutral,1.0
ENSG00000137434,C6orf52,gene-driven,1.0
ENSG00000137460,FHDC1,neutral,1.0
ENSG00000137473,TTC29,neutral,0.804
ENSG00000137494,ANKRD42,gene-driven,1.0
ENSG00000137496,IL18BP,neutral,1.0
ENSG00000137507,LRRC32,neutral,1.0
ENSG00000137547,MRPL15,neutral,0.995
ENSG00000137558,PI15,neutral,0.771
ENSG00000137561,TTPA,neutral,1.0
ENSG00000137563,GGH,gene-driven,0.991
ENSG00000137571,SLCO5A1,regulation-driven,0.829
ENSG00000137574,TGS1,neutral,1.0
ENSG00000137628,DDX60,gene-driven,0.994
ENSG00000137672,TRPC6,regulation-driven,0.951
ENSG00000137673,MMP7,neutral,1.0
ENSG00000137674,MMP20,neutral,1.0
ENSG00000137675,MMP27,neutral,1.0
ENSG00000137700,SLC37A4,gene-driven,1.0
ENSG00000137720,CFAP68,neutral,1.0
ENSG00000137726,FXYD6,neutral,1.0
ENSG00000137727,ARHGAP20,gene-driven,1.0
ENSG00000137745,MMP13,neutral,0.993
ENSG00000137760,ALKBH8,neutral,0.536
ENSG00000137767,SQOR,neutral,1.0
ENSG00000137801,THBS1,regulation-driven,0.689
ENSG00000137807,KIF23,regulation-driven,0.917
ENSG00000137814,HAUS2,neutral,1.0
ENSG00000137818,RPLP1,neutral,1.0
ENSG00000137819,PAQR5,neutral,0.897
ENSG00000137824,RMDN3,gene-driven,1.0
ENSG00000137825,ITPKA,neutral,1.0
ENSG00000137834,SMAD6,neutral,1.0
ENSG00000137880,GCHFR,neutral,1.0
ENSG00000137941,TTLL7,regulation-driven,0.535
ENSG00000137947,GTF2B,neutral,0.583
ENSG00000137960,GIPC2,neutral,1.0
ENSG00000137962,ARHGAP29,gene-driven,0.782
ENSG00000137968,SLC44A5,neutral,0.921
ENSG00000137976,DNASE2B,neutral,1.0
ENSG00000137992,DBT,neutral,1.0
ENSG00000137996,RTCA,neutral,1.0
ENSG00000138032,PPM1B,neutral,0.621
ENSG00000138039,LHCGR,neutral,0.739
