gene_id,gene_symbol,classification_v7,stability
ENSG00000187118,CMC1,gene-driven,1.0
ENSG00000187151,ANGPTL5,neutral,1.0
ENSG00000187164,SHTN1,gene-driven,1.0
ENSG00000187186,ENSG00000187186,gene-driven,1.0
ENSG00000187258,NPSR1,neutral,0.94
ENSG00000187260,WDR86,gene-driven,0.608
ENSG00000187288,CIDEC,neutral,0.989
ENSG00000187398,LUZP2,gene-driven,0.994
ENSG00000187498,,gene-driven,1.0
ENSG00000187527,ATP13A5,neutral,0.979
ENSG00000187566,NHLRC1,neutral,1.0
ENSG00000187583,PLEKHN1,neutral,1.0
ENSG00000187605,,regulation-driven,0.529
ENSG00000187616,MYMK,neutral,1.0
ENSG00000187642,PERM1,gene-driven,1.0
ENSG00000187676,B3GLCT,neutral,0.859
ENSG00000187713,TMEM203,neutral,1.0
ENSG00000187715,KBTBD12,gene-driven,0.977
ENSG00000187735,TCEA1,gene-driven,1.0
ENSG00000187736,NHEJ1,gene-driven,1.0
ENSG00000187778,MCRS1,gene-driven,1.0
ENSG00000187783,TMEM72,neutral,1.0
ENSG00000187796,CARD9,gene-driven,0.999
ENSG00000187801,ZFP69B,gene-driven,0.797
ENSG00000187806,TMEM202,neutral,1.0
ENSG00000187821,HELT,neutral,1.0
ENSG00000187833,C2orf78,neutral,1.0
ENSG00000187862,TTC24,neutral,1.0
ENSG00000187871,GFRAL,neutral,1.0
ENSG00000187889,FYB2,neutral,1.0
ENSG00000187954,ZFTRAF1,neutral,0.994
ENSG00000187957,DNER,neutral,0.517
ENSG00000188010,MORN2,neutral,1.0
ENSG00000188015,S100A3,gene-driven,1.0
ENSG00000188026,RILPL1,neutral,0.964
ENSG00000188060,RAB42,gene-driven,1.0
ENSG00000188089,PLA2G4E,neutral,0.539
ENSG00000188112,C6orf132,neutral,1.0
ENSG00000188133,TMEM215,neutral,1.0
ENSG00000188175,HEPACAM2,gene-driven (relaxed),0.979
ENSG00000188177,ZC3H6,neutral,0.959
ENSG00000188191,PRKAR1B,neutral,1.0
ENSG00000188199,NUTM2B,gene-driven,1.0
ENSG00000188243,COMMD6,neutral,1.0
ENSG00000188257,PLA2G2A,neutral,1.0
ENSG00000188277,C15orf62,neutral,1.0
ENSG00000188282,RUFY4,neutral,1.0
ENSG00000188306,LRRIQ4,gene-driven,1.0
ENSG00000188312,CENPP,neutral,1.0
ENSG00000188342,GTF2F2,neutral,1.0
ENSG00000188393,CLEC2A,neutral,1.0
ENSG00000188467,SLC24A5,neutral,0.998
ENSG00000188487,INSC,regulation-driven,0.906
ENSG00000188522,FAM83G,neutral,0.501
ENSG00000188523,CFAP77,neutral,1.0
ENSG00000188529,SRSF10,neutral,1.0
ENSG00000188610,FAM72B,gene-driven,0.928
ENSG00000188611,ASAH2,gene-driven,1.0
ENSG00000188620,HMX3,neutral,1.0
ENSG00000188643,S100A16,neutral,1.0
ENSG00000188676,IDO2,neutral,1.0
ENSG00000188690,UROS,neutral,1.0
ENSG00000188716,DUSP29,neutral,1.0
ENSG00000188729,OSTN,neutral,1.0
ENSG00000188730,VWC2,neutral,0.891
ENSG00000188732,FAM221A,neutral,1.0
ENSG00000188760,TMEM198,neutral,1.0
ENSG00000188761,BCL2L15,neutral,1.0
ENSG00000188778,ADRB3,neutral,1.0
ENSG00000188779,SKOR1,neutral,1.0
ENSG00000188782,CATSPER4,neutral,1.0
ENSG00000188783,PRELP,neutral,1.0
ENSG00000188784,PLA2G2E,neutral,1.0
ENSG00000188786,MTF1,neutral,0.998
ENSG00000188800,TMCO2,neutral,1.0
ENSG00000188811,NHLRC3,neutral,1.0
ENSG00000188816,HMX2,neutral,1.0
ENSG00000188848,BEND4,regulation-driven,0.994
ENSG00000188909,BSX,neutral,1.0
ENSG00000188916,INSYN2A,neutral,1.0
ENSG00000188921,HACD4,neutral,1.0
ENSG00000188931,CFAP126,neutral,1.0
ENSG00000188959,C9orf152,neutral,1.0
ENSG00000188981,MSANTD1,neutral,1.0
ENSG00000188986,NELFB,neutral,1.0
ENSG00000188991,SLC15A5,neutral,1.0
ENSG00000188993,LRRC66,gene-driven,1.0
ENSG00000189007,ADAT2,neutral,1.0
ENSG00000189043,NDUFA4,neutral,1.0
ENSG00000189046,ALKBH2,neutral,1.0
ENSG00000189099,PRSS48,neutral,1.0
ENSG00000189143,CLDN4,neutral,1.0
ENSG00000189167,ZAR1L,neutral,1.0
ENSG00000189171,S100A13,neutral,1.0
ENSG00000189180,ZNF33A,neutral,1.0
ENSG00000189184,PCDH18,neutral,0.974
ENSG00000189227,C15orf61,neutral,1.0
ENSG00000189241,TSPYL1,neutral,1.0
ENSG00000189298,ZKSCAN3,gene-driven,1.0
ENSG00000189308,LIN54,neutral,0.962
ENSG00000189319,FAM53B,neutral,1.0
ENSG00000189320,FAM180A,gene-driven,1.0
ENSG00000189325,BNIP5,neutral,1.0
ENSG00000189339,SLC35E2B,neutral,1.0
ENSG00000189350,TOGARAM2,regulation-driven,0.95
ENSG00000189376,C8orf76,neutral,1.0
ENSG00000189410,SH2D5,neutral,1.0
ENSG00000189433,GJB4,neutral,1.0
ENSG00000196116,TDRD7,neutral,0.999
ENSG00000196151,WDSUB1,gene-driven,0.697
ENSG00000196152,ZNF79,neutral,1.0
ENSG00000196154,S100A4,gene-driven,1.0
ENSG00000196177,ACADSB,neutral,0.996
ENSG00000196182,STK40,neutral,0.999
ENSG00000196189,SEMA4A,neutral,0.714
ENSG00000196199,MPHOSPH8,neutral,1.0
ENSG00000196220,,regulation-driven,0.916
ENSG00000196230,TUBB,gene-driven,1.0
ENSG00000196247,ZNF107,gene-driven,0.972
ENSG00000196260,SFTA2,gene-driven,1.0
ENSG00000196277,GRM7,neutral,0.648
ENSG00000196284,SUPT3H,neutral,1.0
ENSG00000196329,GIMAP5,gene-driven,1.0
ENSG00000196345,ZKSCAN7,gene-driven,1.0
ENSG00000196353,CPNE4,dual-driven,0.899
ENSG00000196358,NTNG2,regulation-driven,0.771
ENSG00000196372,ASB13,gene-driven,1.0
ENSG00000196376,SLC35F1,neutral,0.984
ENSG00000196378,ZNF34,neutral,1.0
ENSG00000196387,ZNF140,gene-driven,1.0
ENSG00000196408,NOXO1,gene-driven,1.0
ENSG00000196420,S100A5,gene-driven,1.0
ENSG00000196449,YRDC,neutral,1.0
ENSG00000196453,ZNF777,neutral,1.0
ENSG00000196458,ZNF605,neutral,1.0
ENSG00000196465,MYL6B,gene-driven,1.0
ENSG00000196482,ESRRG,regulation-driven,1.0
ENSG00000196503,ARL9,gene-driven,1.0
ENSG00000196504,PRPF40A,neutral,0.972
ENSG00000196505,GDAP2,gene-driven,1.0
ENSG00000196526,AFAP1,neutral,0.657
ENSG00000196547,MAN2A2,gene-driven,1.0
ENSG00000196581,AJAP1,neutral,0.969
ENSG00000196584,XRCC2,gene-driven,1.0
ENSG00000196611,MMP1,neutral,1.0
ENSG00000196652,ZKSCAN5,neutral,1.0
ENSG00000196653,ZNF502,neutral,1.0
ENSG00000196655,TRAPPC4,gene-driven,0.742
ENSG00000196660,SLC30A10,neutral,1.0
ENSG00000196663,TECPR2,neutral,0.849
ENSG00000196666,FAM180B,neutral,1.0
ENSG00000196711,ALKAL1,neutral,1.0
ENSG00000196715,VKORC1L1,gene-driven,0.671
ENSG00000196754,S100A2,neutral,1.0
ENSG00000196776,CD47,neutral,1.0
ENSG00000196781,TLE1,gene-driven,0.996
ENSG00000196811,CHRNG,neutral,1.0
ENSG00000196812,ZSCAN16,neutral,1.0
ENSG00000196821,ILRUN,neutral,0.929
ENSG00000196843,ARID5A,neutral,1.0
ENSG00000196844,PATE2,neutral,1.0
ENSG00000196850,PPTC7,neutral,1.0
ENSG00000196865,NHLRC2,neutral,1.0
ENSG00000196890,H2BC26,neutral,1.0
ENSG00000196911,KPNA5,neutral,1.0
ENSG00000196923,PDLIM7,neutral,0.898
ENSG00000196932,TMEM26,gene-driven,0.999
ENSG00000196950,SLC39A10,neutral,0.707
ENSG00000196968,FUT11,neutral,1.0
ENSG00000196981,WDR5B,neutral,1.0
ENSG00000196990,FAM163B,gene-driven,1.0
ENSG00000197024,ZNF398,gene-driven,1.0
ENSG00000197037,ZSCAN25,neutral,1.0
ENSG00000197045,GMFB,gene-driven,0.989
ENSG00000197057,DTHD1,neutral,0.955
ENSG00000197106,SLC6A17,regulation-driven,0.805
ENSG00000197136,,neutral,0.996
ENSG00000197142,ACSL5,gene-driven,1.0
ENSG00000197168,NEK5,neutral,0.855
ENSG00000197181,PIWIL2,regulation-driven,0.754
ENSG00000197191,CYSRT1,neutral,1.0
ENSG00000197208,SLC22A4,neutral,1.0
ENSG00000197241,SLC2A7,neutral,1.0
ENSG00000197273,GUCA2A,neutral,1.0
ENSG00000197279,ZNF165,gene-driven,1.0
ENSG00000197299,,neutral,0.998
ENSG00000197329,PELI1,regulation-driven,0.59
ENSG00000197345,MRPL21,gene-driven,1.0
ENSG00000197353,LYPD2,neutral,1.0
ENSG00000197355,UAP1L1,neutral,0.613
ENSG00000197361,FBXL22,neutral,1.0
ENSG00000197362,ZNF786,neutral,1.0
ENSG00000197375,SLC22A5,neutral,0.977
ENSG00000197429,IPP,neutral,0.944
ENSG00000197430,OPALIN,neutral,1.0
ENSG00000197442,MAP3K5,regulation-driven,0.943
ENSG00000197444,OGDHL,regulation-driven,0.932
ENSG00000197451,HNRNPAB,neutral,1.0
ENSG00000197506,SLC28A3,neutral,1.0
ENSG00000197557,IFT70A,neutral,1.0
ENSG00000197579,TOPORS,neutral,1.0
ENSG00000197587,DMBX1,neutral,1.0
ENSG00000197599,CCDC154,neutral,1.0
ENSG00000197622,CDC42SE1,neutral,1.0
ENSG00000197629,MPEG1,neutral,0.999
ENSG00000197635,DPP4,gene-driven,1.0
ENSG00000197646,PDCD1LG2,neutral,1.0
ENSG00000197724,PHF2,neutral,1.0
ENSG00000197747,S100A10,neutral,1.0
ENSG00000197756,RPL37A,gene-driven,0.993
ENSG00000197763,TXNRD3,neutral,0.948
ENSG00000197769,MAP1LC3C,neutral,1.0
ENSG00000197771,MCMBP,neutral,1.0
ENSG00000197780,TAF13,gene-driven,1.0
ENSG00000197816,CCDC180,neutral,0.954
ENSG00000197822,OCLN,gene-driven,1.0
ENSG00000197859,ADAMTSL2,gene-driven,1.0
ENSG00000197885,NKIRAS1,gene-driven,0.745
ENSG00000197891,SLC22A12,neutral,0.828
ENSG00000197894,ADH5,gene-driven,0.999
ENSG00000197901,SLC22A6,neutral,0.867
ENSG00000197930,ERO1A,gene-driven,0.979
ENSG00000197935,ZNF311,neutral,1.0
ENSG00000197953,AADACL2,neutral,1.0
ENSG00000197956,S100A6,gene-driven,1.0
ENSG00000197958,RPL12,gene-driven,1.0
ENSG00000197977,ELOVL2,neutral,0.97
ENSG00000197980,LEKR1,regulation-driven,0.996
ENSG00000197992,CLEC9A,neutral,1.0
ENSG00000198015,MRPL42,neutral,1.0
ENSG00000198040,ZNF84,gene-driven,1.0
ENSG00000198049,AVPR1B,neutral,1.0
ENSG00000198060,MARCHF5,neutral,1.0
ENSG00000198075,SULT1C4,neutral,1.0
ENSG00000198087,CD2AP,neutral,1.0
ENSG00000198092,TMPRSS11F,gene-driven,1.0
ENSG00000198099,ADH4,neutral,0.985
ENSG00000198113,TOR4A,neutral,1.0
ENSG00000198121,LPAR1,gene-driven,1.0
ENSG00000198160,MIER1,gene-driven,1.0
ENSG00000198189,HSD17B11,neutral,1.0
ENSG00000198218,QRICH1,neutral,0.757
ENSG00000198246,SLC29A3,neutral,0.742
ENSG00000198252,STYX,gene-driven,1.0
ENSG00000198315,ZKSCAN8,neutral,1.0
ENSG00000198353,HOXC4,gene-driven,1.0
ENSG00000198380,GFPT1,gene-driven,1.0
ENSG00000198382,UVRAG,gene-driven,1.0
ENSG00000198393,ZNF26,gene-driven,1.0
ENSG00000198398,TMEM207,neutral,1.0
ENSG00000198431,TXNRD1,neutral,0.518
ENSG00000198471,RTP2,neutral,1.0
ENSG00000198478,SH3BGRL2,neutral,1.0
ENSG00000198513,ATL1,gene-driven,0.997
ENSG00000198515,CNGA1,neutral,0.958
ENSG00000198522,GPN1,neutral,1.0
ENSG00000198546,ZNF511,neutral,1.0
ENSG00000198570,RD3,gene-driven,1.0
ENSG00000198586,TLK1,gene-driven,0.754
ENSG00000198589,LRBA,gene-driven,1.0
ENSG00000198598,MMP17,neutral,1.0
ENSG00000198604,BAZ1A,neutral,0.696
ENSG00000198643,FAM3D,neutral,1.0
ENSG00000198663,C6orf89,neutral,1.0
ENSG00000198682,PAPSS2,regulation-driven,0.861
ENSG00000198691,ABCA4,neutral,0.995
ENSG00000198700,IPO9,neutral,0.799
ENSG00000198718,,gene-driven,1.0
ENSG00000198719,DLL1,neutral,0.999
ENSG00000198728,LDB1,gene-driven,1.0
ENSG00000198729,PPP1R14C,neutral,1.0
ENSG00000198732,SMOC1,neutral,0.583
ENSG00000198739,LRRTM3,neutral,0.985
ENSG00000198742,SMURF1,neutral,0.705
ENSG00000198746,GPATCH3,gene-driven,1.0
ENSG00000198755,RPL10A,neutral,1.0
ENSG00000198756,COLGALT2,neutral,0.967
ENSG00000198771,RCSD1,neutral,1.0
ENSG00000198774,RASSF9,neutral,1.0
ENSG00000198785,GRIN3A,neutral,0.998
ENSG00000198797,BRINP2,neutral,0.99
ENSG00000198805,PNP,neutral,1.0
ENSG00000198818,SFT2D1,neutral,1.0
ENSG00000198821,CD247,neutral,0.993
ENSG00000198829,SUCNR1,neutral,1.0
ENSG00000198837,DENND4B,gene-driven,1.0
ENSG00000198842,STYXL2,neutral,0.535
ENSG00000198843,SELENOT,neutral,1.0
ENSG00000198846,TOX,neutral,0.946
ENSG00000198851,CD3E,neutral,1.0
ENSG00000198853,RUSC2,neutral,0.999
ENSG00000198865,CCDC152,gene-driven,1.0
ENSG00000198870,STKLD1,neutral,1.0
ENSG00000198873,GRK5,neutral,0.948
ENSG00000198890,PRMT6,neutral,1.0
ENSG00000198892,SHISA4,neutral,1.0
ENSG00000198894,CIPC,neutral,1.0
ENSG00000198912,C1orf174,neutral,1.0
ENSG00000198924,DCLRE1A,neutral,1.0
ENSG00000198937,CCDC167,neutral,1.0
ENSG00000198948,MFAP3L,neutral,0.711
ENSG00000198952,SMG5,neutral,0.954
ENSG00000198961,PJA2,neutral,1.0
ENSG00000198963,RORB,regulation-driven,0.627
ENSG00000203666,EFCAB2,gene-driven,1.0
ENSG00000203667,COX20,neutral,1.0
ENSG00000203685,STUM,neutral,1.0
ENSG00000203740,NTMT2,neutral,1.0
ENSG00000203760,CENPW,gene-driven,0.999
ENSG00000203778,FAM229B,neutral,1.0
ENSG00000203780,FANK1,neutral,0.932
ENSG00000203795,FAM24A,neutral,1.0
ENSG00000203797,DDO,neutral,1.0
ENSG00000203805,PLPP4,neutral,0.938
ENSG00000203814,H2BC18,neutral,1.0
ENSG00000203837,PNLIPRP3,neutral,1.0
ENSG00000203872,C6orf163,neutral,1.0
ENSG00000203908,KHDC3L,neutral,1.0
ENSG00000203909,DPPA5,neutral,1.0
ENSG00000203943,SAMD13,neutral,0.999
ENSG00000203970,DEFB110,neutral,1.0
ENSG00000203972,GLYATL3,gene-driven,1.0
ENSG00000203985,LDLRAD1,neutral,1.0
ENSG00000203995,ZYG11A,neutral,0.999
ENSG00000204001,LCN8,neutral,1.0
ENSG00000204006,C1orf185,neutral,1.0
ENSG00000204020,LIPN,neutral,1.0
ENSG00000204021,LIPK,neutral,1.0
ENSG00000204033,LRIT2,neutral,1.0
ENSG00000204052,LRRC73,neutral,1.0
ENSG00000204084,INPP5B,gene-driven (relaxed),0.756
ENSG00000204104,TRAF3IP1,gene-driven,0.915
ENSG00000204140,CLPSL1,neutral,1.0
ENSG00000204147,ASAH2B,gene-driven,1.0
ENSG00000204178,MACO1,neutral,0.984
ENSG00000204217,BMPR2,regulation-driven,0.757
ENSG00000204219,TCEA3,dual-driven,0.547
ENSG00000204220,PFDN6,neutral,1.0
ENSG00000204227,RING1,neutral,1.0
ENSG00000204228,HSD17B8,neutral,1.0
ENSG00000204231,RXRB,neutral,1.0
ENSG00000204334,ERICH2,gene-driven,0.647
ENSG00000204335,SP5,neutral,1.0
ENSG00000204361,NXPE2,neutral,1.0
ENSG00000204370,SDHD,gene-driven,1.0
ENSG00000204381,LAYN,neutral,0.999
ENSG00000204442,NALF1,neutral,1.0
ENSG00000204531,POU5F1,neutral,1.0
ENSG00000204536,CCHCR1,gene-driven,1.0
ENSG00000204539,CDSN,neutral,1.0
ENSG00000204542,C6orf15,neutral,1.0
ENSG00000204568,MRPS18B,neutral,1.0
ENSG00000204569,PPP1R10,neutral,1.0
ENSG00000204576,PRR3,neutral,1.0
ENSG00000204590,GNL1,neutral,1.0
ENSG00000204592,HLA-E,neutral,1.0
ENSG00000204613,TRIM10,neutral,1.0
ENSG00000204614,TRIM40,gene-driven,0.998
ENSG00000204618,RNF39,neutral,1.0
ENSG00000204619,PPP1R11,neutral,1.0
ENSG00000204624,DISP3,neutral,0.496
ENSG00000204628,RACK1,gene-driven,0.923
ENSG00000204634,TBC1D8,neutral,0.648
ENSG00000204671,IL31,neutral,1.0
ENSG00000204710,SPDYC,gene-driven,1.0
ENSG00000204711,CFAP95,neutral,1.0
ENSG00000204767,INSYN2B,neutral,1.0
ENSG00000204822,MRPL53,neutral,1.0
ENSG00000204856,FAM216A,neutral,1.0
ENSG00000204899,MZT1,neutral,1.0
ENSG00000204909,SPINK9,neutral,1.0
ENSG00000204923,FBXO48,neutral,1.0
ENSG00000204954,UQCC6,neutral,1.0
ENSG00000204979,MS4A13,neutral,1.0
ENSG00000205002,AARD,neutral,1.0
ENSG00000205060,SLC35B4,neutral,1.0
ENSG00000205085,GARIN1A,neutral,1.0
ENSG00000205089,CCNI2,neutral,1.0
ENSG00000205090,TMEM240,neutral,1.0
ENSG00000205126,ACCSL,neutral,1.0
ENSG00000205143,ARID3C,gene-driven,0.999
ENSG00000205186,FABP9,neutral,1.0
ENSG00000205189,ZBTB10,neutral,0.919
ENSG00000205208,C4orf46,neutral,1.0
ENSG00000205213,LGR4,neutral,0.802
ENSG00000205269,TMEM170B,neutral,1.0
ENSG00000205307,,gene-driven,1.0
ENSG00000205352,PRR13,gene-driven,1.0
ENSG00000205359,SLCO6A1,neutral,0.938
ENSG00000205363,INSYN1,neutral,1.0
ENSG00000205403,CFI,neutral,0.966
ENSG00000205426,KRT81,neutral,0.967
ENSG00000205436,EXOC3L4,neutral,1.0
ENSG00000205442,IZUMO3,gene-driven,1.0
ENSG00000205476,CCDC85C,neutral,1.0
ENSG00000205639,MFSD2B,neutral,1.0
ENSG00000205659,LIN52,neutral,1.0
ENSG00000205683,DPF3,regulation-driven,0.783
ENSG00000205707,ETFRF1,gene-driven,1.0
ENSG00000205835,GMNC,gene-driven,0.887
ENSG00000205838,TTC23L,gene-driven,1.0
ENSG00000205858,LRRC72,neutral,1.0
ENSG00000205937,RNPS1,gene-driven,1.0
ENSG00000205978,NYNRIN,neutral,0.993
ENSG00000205981,DNAJC19,gene-driven,0.999
ENSG00000206013,IFITM5,neutral,1.0
ENSG00000206047,DEFA1,neutral,1.0
ENSG00000206113,CFAP99,neutral,0.974
ENSG00000206199,ANKUB1,neutral,1.0
ENSG00000206527,HACD2,neutral,1.0
ENSG00000206530,CFAP44,neutral,0.991
ENSG00000206535,LNP1,neutral,1.0
ENSG00000206557,TRIM71,neutral,0.553
ENSG00000206560,ANKRD28,neutral,0.859
ENSG00000206562,METTL6,neutral,1.0
ENSG00000211452,DIO1,gene-driven,1.0
ENSG00000211456,SACM1L,neutral,0.984
ENSG00000211460,TSN,neutral,0.61
ENSG00000211598,IGKV4-1,neutral,1.0
ENSG00000211801,TRAV21,neutral,1.0
ENSG00000211812,TRAV26-2,neutral,1.0
ENSG00000211973,IGHV1-69,neutral,1.0
ENSG00000212126,TAS2R50,neutral,1.0
ENSG00000212128,TAS2R13,neutral,1.0
ENSG00000213064,SFT2D2,neutral,1.0
ENSG00000213079,,neutral,0.661
ENSG00000213123,DYNLT2B,neutral,1.0
ENSG00000213139,CRYGS,neutral,1.0
ENSG00000213231,TCL1B,neutral,1.0
ENSG00000213281,NRAS,neutral,1.0
ENSG00000213316,LTC4S,gene-driven,1.0
ENSG00000213341,CHUK,neutral,0.999
ENSG00000213402,PTPRCAP,neutral,1.0
ENSG00000213445,SIPA1,neutral,0.994
ENSG00000213463,SYNJ2BP,neutral,1.0
ENSG00000213471,TTLL13,neutral,0.905
ENSG00000213551,DNAJC9,neutral,1.0
ENSG00000213563,C8orf82,gene-driven,1.0
ENSG00000213578,CPLX3,neutral,1.0
ENSG00000213593,TMX2,gene-driven,0.98
ENSG00000213614,HEXA,gene-driven,1.0
ENSG00000213625,LEPROT,gene-driven,0.998
ENSG00000213626,LBH,gene-driven,1.0
ENSG00000213639,PPP1CB,gene-driven,0.622
ENSG00000213694,S1PR3,neutral,1.0
ENSG00000213699,SLC35F6,neutral,1.0
ENSG00000213780,GTF2H4,neutral,1.0
ENSG00000213809,KLRK1,neutral,1.0
ENSG00000213927,CCL27,neutral,1.0
ENSG00000213949,ITGA1,neutral,0.986
ENSG00000213995,NAXD,neutral,0.668
ENSG00000214128,TMEM213,neutral,1.0
ENSG00000214160,ALG3,gene-driven,1.0
ENSG00000214237,MINDY4B,neutral,1.0
ENSG00000214285,NPS,neutral,1.0
ENSG00000214336,FOXI3,neutral,1.0
ENSG00000214338,SOGA3,neutral,0.562
ENSG00000214357,NEURL1B,neutral,0.996
ENSG00000214360,EFCAB9,neutral,1.0
ENSG00000214415,GNAT3,neutral,0.999
ENSG00000214513,NOTO,neutral,1.0
ENSG00000214517,PPME1,neutral,0.963
ENSG00000214595,EML6,regulation-driven,0.865
ENSG00000214681,IQCF5,neutral,1.0
ENSG00000214700,C12orf71,neutral,1.0
ENSG00000214711,CAPN14,neutral,1.0
ENSG00000214756,CSKMT,neutral,1.0
ENSG00000214782,MS4A18,neutral,1.0
ENSG00000214814,,regulation-driven,0.954
ENSG00000214842,RAD51AP2,neutral,0.891
ENSG00000214866,DCDC2C,neutral,0.756
ENSG00000214872,SMTNL1,neutral,1.0
ENSG00000214960,CRPPA,neutral,1.0
ENSG00000215009,ACSM4,neutral,1.0
ENSG00000215018,COL28A1,gene-driven,1.0
ENSG00000215021,PHB2,neutral,0.996
ENSG00000215183,MSMP,neutral,1.0
ENSG00000215187,CIMIP2B,neutral,1.0
ENSG00000215203,GRXCR1,neutral,0.999
ENSG00000215217,CFAP90,neutral,1.0
ENSG00000215277,RNF212B,gene-driven,0.999
ENSG00000215375,MYL5,neutral,1.0
ENSG00000215475,SIAH3,neutral,1.0
ENSG00000215712,TMEM242,neutral,1.0
ENSG00000215784,FAM72D,neutral,1.0
ENSG00000215845,TSTD1,neutral,1.0
ENSG00000215883,CYB5RL,neutral,1.0
ENSG00000215906,LACTBL1,gene-driven,0.846
ENSG00000218739,CEBPZOS,gene-driven,1.0
ENSG00000219545,UMAD1,neutral,1.0
ENSG00000219626,FAM228B,gene-driven,0.99
ENSG00000221818,EBF2,gene-driven,1.0
ENSG00000221838,AP4M1,neutral,0.998
ENSG00000221886,FAM200C,neutral,1.0
ENSG00000221914,PPP2R2A,gene-driven,1.0
ENSG00000221947,XKR9,neutral,1.0
ENSG00000221978,CCNL2,neutral,1.0
ENSG00000221986,MYBPHL,neutral,1.0
ENSG00000222009,BTBD19,gene-driven,1.0
ENSG00000223501,VPS52,neutral,1.0
ENSG00000223865,HLA-DPB1,neutral,1.0
ENSG00000224531,SMIM13,neutral,1.0
ENSG00000224586,GPX5,neutral,1.0
ENSG00000224982,TMEM233,neutral,1.0
ENSG00000225526,MKRN2OS,neutral,1.0
ENSG00000225828,FAM229A,neutral,1.0
ENSG00000226124,FTCDNL1,neutral,1.0
ENSG00000226479,TMEM185B,gene-driven,1.0
ENSG00000227729,RD3L,neutral,1.0
ENSG00000228474,OST4,neutral,1.0
ENSG00000228570,NUTM2E,gene-driven,1.0
ENSG00000229183,PGA4,neutral,1.0
ENSG00000229474,PATL2,neutral,1.0
ENSG00000229972,IQCF3,neutral,1.0
ENSG00000230124,ACBD6,neutral,1.0
ENSG00000230246,SPATA31C1,neutral,0.964
ENSG00000231213,PLSCR5,neutral,1.0
ENSG00000231925,TAPBP,gene-driven,0.619
ENSG00000232070,TMEM253,gene-driven (relaxed),0.986
ENSG00000232112,TMA7,neutral,1.0
ENSG00000233276,GPX1,neutral,1.0
ENSG00000233436,BTBD18,neutral,0.999
ENSG00000234602,MCIDAS,neutral,1.0
ENSG00000235169,SMIM1,neutral,1.0
ENSG00000235173,HGH1,gene-driven,1.0
ENSG00000235376,RPEL1,neutral,1.0
ENSG00000236027,PATE3,neutral,1.0
ENSG00000236279,CLEC2L,neutral,1.0
ENSG00000236287,ZBED5,neutral,1.0
ENSG00000236320,SLFN14,neutral,1.0
ENSG00000236699,ARHGEF38,gene-driven,1.0
ENSG00000236980,C3orf84,gene-driven,1.0
ENSG00000237136,C4orf51,neutral,1.0
ENSG00000237190,CDKN2AIPNL,neutral,1.0
ENSG00000237289,CKMT1B,neutral,0.74
ENSG00000237353,PATE4,neutral,1.0
ENSG00000237412,PRSS56,neutral,1.0
ENSG00000237489,C10orf143,neutral,1.0
ENSG00000237651,C2orf74,gene-driven (relaxed),1.0
ENSG00000239264,TXNDC5,neutral,1.0
ENSG00000239305,RNF103,neutral,1.0
ENSG00000239306,RBM14,neutral,1.0
ENSG00000239732,TLR9,neutral,1.0
ENSG00000239839,DEFA3,neutral,1.0
ENSG00000240021,TEX35,gene-driven,1.0
ENSG00000240247,DEFA1B,neutral,1.0
ENSG00000240303,ACAD11,neutral,1.0
ENSG00000240682,ISY1,gene-driven,1.0
ENSG00000240720,LRRD1,gene-driven,1.0
ENSG00000240771,ARHGEF25,gene-driven,1.0
ENSG00000241058,NSUN6,gene-driven,1.0
ENSG00000241127,YAE1,neutral,1.0
ENSG00000241186,TDGF1,neutral,1.0
ENSG00000241399,CD302,neutral,1.0
ENSG00000241644,INMT,gene-driven (relaxed),0.99
ENSG00000241697,TMEFF1,neutral,0.835
ENSG00000242028,HYPK,gene-driven,1.0
ENSG00000243244,STON1,gene-driven,0.787
ENSG00000243284,VSIG8,neutral,1.0
ENSG00000243317,STMP1,neutral,1.0
ENSG00000243709,LEFTY1,neutral,1.0
ENSG00000243725,TTC4,neutral,1.0
ENSG00000243749,TMEM35B,neutral,1.0
ENSG00000243943,ZNF512,neutral,1.0
ENSG00000244045,TMEM199,gene-driven,1.0
ENSG00000244219,TMEM225B,gene-driven,1.0
ENSG00000244607,CCDC13,neutral,0.79
ENSG00000244694,PTCHD4,gene-driven,1.0
ENSG00000244731,,neutral,0.957
ENSG00000247077,PGAM5,gene-driven,0.734
ENSG00000247596,TWF2,gene-driven,0.669
ENSG00000247626,MARS2,neutral,1.0
ENSG00000248712,CCDC153,neutral,1.0
ENSG00000248746,ACTN3,regulation-driven,0.874
ENSG00000248771,SMIM31,neutral,1.0
ENSG00000249481,SPATS1,gene-driven,0.877
ENSG00000249581,CLRN2,neutral,1.0
ENSG00000249693,SPMAP2L,neutral,1.0
ENSG00000249853,HS3ST5,neutral,1.0
ENSG00000249948,GBA3,regulation-driven,0.98
ENSG00000250298,GIMD1,gene-driven,1.0
ENSG00000250317,SMIM20,neutral,1.0
ENSG00000251692,PTX4,neutral,1.0
ENSG00000253117,OC90,neutral,1.0
ENSG00000253148,RGS21,neutral,1.0
ENSG00000253250,C8orf88,neutral,0.965
ENSG00000253710,ALG11,neutral,1.0
ENSG00000253719,ATXN7L3B,neutral,1.0
ENSG00000253831,ETV3L,neutral,1.0
ENSG00000254402,LRRC24,neutral,1.0
ENSG00000254598,CSNK2A3,neutral,1.0
